"participant"	"gender"	"age"	"options"	"accuracy"	"RT_msec"
"5001"	40	"male"	20	"AB"	1	889
"5002"	40	"male"	20	"BD"	0	1010
"5003"	40	"male"	20	"AC"	0	1439
"5004"	40	"male"	20	"AC"	0	1169
"5005"	40	"male"	20	"AB"	1	842
"5006"	40	"male"	20	"BD"	0	789
"5007"	40	"male"	20	"AB"	0	938
"5008"	40	"male"	20	"AC"	1	1060
"5009"	40	"male"	20	"AC"	0	1113
"5010"	40	"male"	20	"CD"	1	727
"5011"	40	"male"	20	"AB"	1	601
"5012"	40	"male"	20	"AB"	1	840
"5013"	40	"male"	20	"BD"	0	619
"5014"	40	"male"	20	"CD"	0	501
"5015"	40	"male"	20	"AC"	0	840
"5016"	40	"male"	20	"AC"	0	1094
"5017"	40	"male"	20	"CD"	1	3175
"5018"	40	"male"	20	"AC"	0	2242
"5019"	40	"male"	20	"CD"	0	1266
"5020"	40	"male"	20	"AC"	1	1503
"5021"	40	"male"	20	"CD"	1	1134
"5022"	40	"male"	20	"BD"	1	1404
"5023"	40	"male"	20	"CD"	1	870
"5024"	40	"male"	20	"AB"	0	1285
"5025"	40	"male"	20	"CD"	0	801
"5026"	40	"male"	20	"AC"	1	874
"5027"	40	"male"	20	"BD"	0	719
"5028"	40	"male"	20	"AB"	1	683
"5029"	40	"male"	20	"BD"	NA	NA
"5030"	40	"male"	20	"CD"	1	980
"5031"	40	"male"	20	"CD"	1	1013
"5032"	40	"male"	20	"AC"	0	954
"5033"	40	"male"	20	"CD"	1	1014
"5034"	40	"male"	20	"AC"	0	1355
"5035"	40	"male"	20	"BD"	1	875
"5036"	40	"male"	20	"CD"	1	874
"5037"	40	"male"	20	"AB"	0	2668
"5038"	40	"male"	20	"CD"	1	993
"5039"	40	"male"	20	"BD"	0	1005
"5040"	40	"male"	20	"CD"	1	685
"5041"	40	"male"	20	"AC"	0	912
"5042"	40	"male"	20	"BD"	0	595
"5043"	40	"male"	20	"CD"	1	666
"5044"	40	"male"	20	"AC"	0	826
"5045"	40	"male"	20	"CD"	0	618
"5046"	40	"male"	20	"CD"	1	1216
"5047"	40	"male"	20	"AB"	NA	NA
"5048"	40	"male"	20	"CD"	0	890
"5049"	40	"male"	20	"AC"	1	923
"5050"	40	"male"	20	"AB"	1	701
"5051"	40	"male"	20	"AC"	NA	NA
"5052"	40	"male"	20	"AB"	1	683
"5053"	40	"male"	20	"CD"	1	1098
"5054"	40	"male"	20	"AB"	1	1094
"5055"	40	"male"	20	"AB"	1	1029
"5056"	40	"male"	20	"BD"	1	1196
"5057"	40	"male"	20	"AC"	1	1383
"5058"	40	"male"	20	"CD"	0	1423
"5059"	40	"male"	20	"AB"	1	1338
"5060"	40	"male"	20	"AB"	1	736
"5061"	40	"male"	20	"AC"	1	1644
"5062"	40	"male"	20	"AC"	1	1505
"5063"	40	"male"	20	"CD"	0	1694
"5064"	40	"male"	20	"AB"	1	838
"5065"	40	"male"	20	"CD"	1	2374
"5066"	40	"male"	20	"CD"	1	2177
"5067"	40	"male"	20	"AB"	1	925
"5068"	40	"male"	20	"AB"	1	669
"5069"	40	"male"	20	"AC"	1	1853
"5070"	40	"male"	20	"BD"	0	1214
"5071"	40	"male"	20	"AB"	1	908
"5072"	40	"male"	20	"BD"	0	875
"5073"	40	"male"	20	"AB"	1	1202
"5074"	40	"male"	20	"BD"	0	1402
"5075"	40	"male"	20	"AB"	1	844
"5076"	40	"male"	20	"BD"	0	668
"5077"	40	"male"	20	"AB"	1	1029
"5078"	40	"male"	20	"CD"	0	1287
"5079"	40	"male"	20	"BD"	0	1109
"5080"	40	"male"	20	"BD"	0	836
"5081"	40	"male"	20	"CD"	0	2910
"5082"	40	"male"	20	"AB"	NA	NA
"5083"	40	"male"	20	"AC"	1	996
"5084"	40	"male"	20	"BD"	0	944
"5085"	40	"male"	20	"BD"	0	837
"5086"	40	"male"	20	"AC"	1	907
"5087"	40	"male"	20	"BD"	1	1985
"5088"	40	"male"	20	"CD"	0	1338
"5089"	40	"male"	20	"BD"	1	1581
"5090"	40	"male"	20	"AB"	1	990
"5091"	40	"male"	20	"AC"	1	1127
"5092"	40	"male"	20	"CD"	0	1812
"5093"	40	"male"	20	"BD"	0	1559
"5094"	40	"male"	20	"AC"	1	1234
"5095"	40	"male"	20	"AC"	1	1134
"5096"	40	"male"	20	"AB"	1	954
"5097"	40	"male"	20	"AB"	1	1749
"5098"	40	"male"	20	"CD"	0	1833
"5099"	40	"male"	20	"AB"	0	1901
"5100"	40	"male"	20	"CD"	0	2243
"5101"	40	"male"	20	"BD"	0	669
"5102"	40	"male"	20	"AC"	1	1714
"5103"	40	"male"	20	"AB"	1	892
"5104"	40	"male"	20	"BD"	1	1130
"5105"	40	"male"	20	"AB"	0	1814
"5106"	40	"male"	20	"AC"	1	1065
"5107"	40	"male"	20	"AB"	0	1918
"5108"	40	"male"	20	"AB"	1	1457
"5109"	40	"male"	20	"AB"	1	1509
"5110"	40	"male"	20	"BD"	1	1193
"5111"	40	"male"	20	"AB"	1	1742
"5112"	40	"male"	20	"BD"	1	1333
"5113"	40	"male"	20	"BD"	1	2259
"5114"	40	"male"	20	"AC"	1	1371
"5115"	40	"male"	20	"CD"	0	1458
"5116"	40	"male"	20	"BD"	1	1317
"5117"	40	"male"	20	"AB"	0	960
"5118"	40	"male"	20	"CD"	0	1748
"5119"	40	"male"	20	"CD"	1	1474
"5120"	40	"male"	20	"AC"	1	1742
"5121"	40	"male"	20	"BD"	1	1884
"5122"	40	"male"	20	"AC"	0	1079
"5123"	40	"male"	20	"BD"	1	634
"5124"	40	"male"	20	"CD"	1	516
"5125"	40	"male"	20	"BD"	1	702
"5126"	40	"male"	20	"CD"	1	925
"5127"	40	"male"	20	"AB"	1	1334
"5128"	40	"male"	20	"AC"	0	1285
"5129"	40	"male"	20	"AC"	0	1028
"5130"	40	"male"	20	"BD"	0	3210
"5131"	40	"male"	20	"BD"	1	1352
"5132"	40	"male"	20	"BD"	0	1166
"5133"	40	"male"	20	"CD"	1	1028
"5134"	40	"male"	20	"AB"	1	1081
"5135"	40	"male"	20	"AC"	0	1698
"5136"	40	"male"	20	"CD"	0	701
"5137"	40	"male"	20	"AC"	0	1248
"5138"	40	"male"	20	"AC"	1	752
"5139"	40	"male"	20	"AC"	1	669
"5140"	40	"male"	20	"AB"	1	1060
"5141"	40	"male"	20	"BD"	1	667
"5142"	40	"male"	20	"CD"	1	1866
"5143"	40	"male"	20	"AC"	1	942
"5144"	40	"male"	20	"AC"	0	939
"5145"	40	"male"	20	"AB"	1	736
"5146"	40	"male"	20	"BD"	1	1452
"5147"	40	"male"	20	"AC"	1	1335
"5148"	40	"male"	20	"CD"	0	1574
"5149"	40	"male"	20	"AC"	1	1250
"5150"	40	"male"	20	"BD"	1	2312
"5151"	40	"male"	20	"AC"	0	1266
"5152"	40	"male"	20	"AB"	1	1542
"5153"	40	"male"	20	"CD"	0	1043
"5154"	40	"male"	20	"AB"	1	944
"5155"	40	"male"	20	"CD"	1	1233
"5156"	40	"male"	20	"AB"	1	821
"5157"	40	"male"	20	"AB"	1	668
"5158"	40	"male"	20	"AC"	1	2420
"5159"	40	"male"	20	"BD"	0	1236
"5160"	40	"male"	20	"AB"	1	853
"5161"	40	"male"	20	"BD"	0	991
"5162"	40	"male"	20	"AC"	0	1473
"5163"	40	"male"	20	"CD"	0	499
"5164"	40	"male"	20	"AC"	1	806
"5165"	40	"male"	20	"CD"	1	2821
"5166"	40	"male"	20	"BD"	0	1215
"5167"	40	"male"	20	"AB"	1	875
"5168"	40	"male"	20	"BD"	NA	NA
"5169"	40	"male"	20	"BD"	1	957
"5170"	40	"male"	20	"AB"	0	1866
"5171"	40	"male"	20	"AB"	1	861
"5172"	40	"male"	20	"AC"	0	998
"5173"	40	"male"	20	"AC"	0	671
"5174"	40	"male"	20	"BD"	0	616
"5175"	40	"male"	20	"BD"	0	752
"5176"	40	"male"	20	"CD"	1	768
"5561"	42	"female"	25	"AB"	0	2193
"5562"	42	"female"	25	"AB"	0	1491
"5563"	42	"female"	25	"CD"	0	1422
"5564"	42	"female"	25	"BD"	1	1744
"5565"	42	"female"	25	"AC"	0	957
"5566"	42	"female"	25	"AB"	0	1146
"5567"	42	"female"	25	"AB"	0	1526
"5568"	42	"female"	25	"AC"	0	1598
"5569"	42	"female"	25	"CD"	0	1398
"5570"	42	"female"	25	"AC"	0	1211
"5571"	42	"female"	25	"CD"	1	684
"5572"	42	"female"	25	"CD"	1	1603
"5573"	42	"female"	25	"AC"	0	945
"5574"	42	"female"	25	"BD"	1	2185
"5575"	42	"female"	25	"CD"	1	942
"5576"	42	"female"	25	"CD"	1	734
"5577"	42	"female"	25	"AC"	1	961
"5578"	42	"female"	25	"BD"	1	890
"5579"	42	"female"	25	"BD"	1	1117
"5580"	42	"female"	25	"BD"	1	837
"5581"	42	"female"	25	"CD"	1	1529
"5582"	42	"female"	25	"CD"	1	789
"5583"	42	"female"	25	"AC"	NA	NA
"5584"	42	"female"	25	"AB"	0	1707
"5585"	42	"female"	25	"BD"	1	879
"5586"	42	"female"	25	"AC"	1	582
"5587"	42	"female"	25	"CD"	1	616
"5588"	42	"female"	25	"CD"	1	736
"5589"	42	"female"	25	"BD"	1	777
"5590"	42	"female"	25	"AB"	0	1487
"5591"	42	"female"	25	"AB"	0	1690
"5592"	42	"female"	25	"AC"	1	616
"5593"	42	"female"	25	"AC"	1	617
"5594"	42	"female"	25	"AB"	0	1366
"5595"	42	"female"	25	"AC"	1	786
"5596"	42	"female"	25	"CD"	0	669
"5597"	42	"female"	25	"AC"	1	737
"5598"	42	"female"	25	"BD"	1	908
"5599"	42	"female"	25	"AB"	0	1764
"5600"	42	"female"	25	"AC"	1	602
"5601"	42	"female"	25	"AB"	0	1169
"5602"	42	"female"	25	"AC"	1	669
"5603"	42	"female"	25	"CD"	1	1778
"5604"	42	"female"	25	"CD"	0	1452
"5605"	42	"female"	25	"CD"	1	1444
"5606"	42	"female"	25	"AC"	1	1177
"5607"	42	"female"	25	"BD"	1	1143
"5608"	42	"female"	25	"CD"	1	1682
"5609"	42	"female"	25	"BD"	1	753
"5610"	42	"female"	25	"AB"	0	1691
"5611"	42	"female"	25	"AC"	1	1077
"5612"	42	"female"	25	"BD"	1	1750
"5613"	42	"female"	25	"AC"	1	1076
"5614"	42	"female"	25	"BD"	1	958
"5615"	42	"female"	25	"BD"	1	668
"5616"	42	"female"	25	"AC"	1	1098
"5617"	42	"female"	25	"AC"	1	680
"5618"	42	"female"	25	"AB"	0	3854
"5619"	42	"female"	25	"CD"	1	1695
"5620"	42	"female"	25	"BD"	1	1081
"5621"	42	"female"	25	"AC"	1	1163
"5622"	42	"female"	25	"AB"	1	1507
"5623"	42	"female"	25	"AC"	1	819
"5624"	42	"female"	25	"AB"	1	1100
"5625"	42	"female"	25	"CD"	1	1677
"5626"	42	"female"	25	"AB"	1	1129
"5627"	42	"female"	25	"AC"	1	685
"5628"	42	"female"	25	"CD"	1	2447
"5629"	42	"female"	25	"BD"	1	871
"5630"	42	"female"	25	"CD"	1	1420
"5631"	42	"female"	25	"AC"	1	1181
"5632"	42	"female"	25	"CD"	1	1747
"5633"	42	"female"	25	"BD"	1	716
"5634"	42	"female"	25	"CD"	1	1295
"5635"	42	"female"	25	"AB"	0	1506
"5636"	42	"female"	25	"AC"	1	857
"5637"	42	"female"	25	"CD"	1	869
"5638"	42	"female"	25	"AC"	1	1056
"5639"	42	"female"	25	"BD"	1	902
"5640"	42	"female"	25	"BD"	1	578
"5641"	42	"female"	25	"AC"	1	567
"5642"	42	"female"	25	"CD"	1	876
"5643"	42	"female"	25	"CD"	1	1013
"5644"	42	"female"	25	"AB"	1	1097
"5645"	42	"female"	25	"AC"	1	684
"5646"	42	"female"	25	"AC"	1	682
"5647"	42	"female"	25	"BD"	1	583
"5648"	42	"female"	25	"CD"	1	1046
"5649"	42	"female"	25	"BD"	1	893
"5650"	42	"female"	25	"BD"	1	617
"5651"	42	"female"	25	"AC"	1	889
"5652"	42	"female"	25	"AB"	1	1143
"5653"	42	"female"	25	"AB"	1	2145
"5654"	42	"female"	25	"BD"	1	597
"5655"	42	"female"	25	"AB"	1	1557
"5656"	42	"female"	25	"AC"	1	927
"5657"	42	"female"	25	"CD"	1	1338
"5658"	42	"female"	25	"AC"	1	807
"5659"	42	"female"	25	"AC"	1	633
"5660"	42	"female"	25	"CD"	1	972
"5661"	42	"female"	25	"BD"	1	668
"5662"	42	"female"	25	"BD"	1	618
"5663"	42	"female"	25	"CD"	1	634
"5664"	42	"female"	25	"AB"	1	1931
"5665"	42	"female"	25	"AC"	1	668
"5666"	42	"female"	25	"AC"	1	894
"5667"	42	"female"	25	"CD"	1	807
"5668"	42	"female"	25	"BD"	1	719
"5669"	42	"female"	25	"AB"	1	734
"5670"	42	"female"	25	"BD"	0	633
"5671"	42	"female"	25	"BD"	0	616
"5672"	42	"female"	25	"AC"	0	973
"5673"	42	"female"	25	"AB"	1	802
"5674"	42	"female"	25	"BD"	0	701
"5675"	42	"female"	25	"BD"	0	1405
"5676"	42	"female"	25	"CD"	1	973
"5677"	42	"female"	25	"AB"	1	2244
"5678"	42	"female"	25	"CD"	1	723
"5679"	42	"female"	25	"BD"	1	543
"5680"	42	"female"	25	"AB"	1	1214
"5681"	42	"female"	25	"AB"	1	599
"5682"	42	"female"	25	"AB"	0	854
"5683"	42	"female"	25	"CD"	1	821
"5684"	42	"female"	25	"CD"	1	585
"5685"	42	"female"	25	"CD"	1	528
"5686"	42	"female"	25	"BD"	1	652
"5687"	42	"female"	25	"AB"	1	751
"5688"	42	"female"	25	"AC"	1	908
"5689"	42	"female"	25	"AB"	0	1009
"5690"	42	"female"	25	"BD"	0	646
"5691"	42	"female"	25	"AC"	1	701
"5692"	42	"female"	25	"BD"	1	548
"5693"	42	"female"	25	"AB"	1	1740
"5694"	42	"female"	25	"AB"	1	1012
"5695"	42	"female"	25	"AC"	1	1062
"5696"	42	"female"	25	"AC"	1	856
"5697"	42	"female"	25	"AB"	1	1435
"5698"	42	"female"	25	"AC"	1	858
"5699"	42	"female"	25	"AC"	1	650
"5700"	42	"female"	25	"BD"	1	682
"5701"	42	"female"	25	"CD"	1	620
"5702"	42	"female"	25	"BD"	1	580
"5703"	42	"female"	25	"CD"	1	585
"5704"	42	"female"	25	"AB"	1	1644
"5705"	42	"female"	25	"BD"	1	599
"5706"	42	"female"	25	"CD"	0	1437
"5707"	42	"female"	25	"AC"	1	921
"5708"	42	"female"	25	"BD"	1	777
"5709"	42	"female"	25	"CD"	1	1948
"5710"	42	"female"	25	"CD"	1	871
"5711"	42	"female"	25	"CD"	1	791
"5712"	42	"female"	25	"BD"	1	1081
"5713"	42	"female"	25	"BD"	1	718
"5714"	42	"female"	25	"AB"	0	941
"5715"	42	"female"	25	"AC"	1	804
"5716"	42	"female"	25	"AB"	1	1024
"5717"	42	"female"	25	"AB"	1	807
"5718"	42	"female"	25	"CD"	1	1217
"5719"	42	"female"	25	"CD"	0	685
"5720"	42	"female"	25	"BD"	1	818
"5721"	42	"female"	25	"AB"	1	804
"5722"	42	"female"	25	"CD"	1	836
"5723"	42	"female"	25	"AB"	1	943
"5724"	42	"female"	25	"CD"	1	841
"5725"	42	"female"	25	"AB"	1	718
"5726"	42	"female"	25	"AB"	0	649
"5727"	42	"female"	25	"AC"	1	1306
"5728"	42	"female"	25	"BD"	NA	NA
"5729"	42	"female"	25	"AB"	0	906
"5730"	42	"female"	25	"AB"	1	735
"5731"	42	"female"	25	"BD"	1	636
"5732"	42	"female"	25	"CD"	1	1708
"5733"	42	"female"	25	"CD"	1	718
"5734"	42	"female"	25	"AC"	1	887
"5735"	42	"female"	25	"BD"	1	769
"5736"	42	"female"	25	"CD"	1	822
"5737"	42	"female"	25	"AC"	1	872
"5738"	42	"female"	25	"BD"	1	700
"5739"	42	"female"	25	"AC"	1	753
"5740"	42	"female"	25	"CD"	1	600
"5741"	42	"female"	25	"AB"	1	1011
"5742"	42	"female"	25	"BD"	1	702
"5743"	42	"female"	25	"AB"	0	718
"5744"	42	"female"	25	"AB"	1	1937
"5745"	42	"female"	25	"AC"	1	672
"5746"	42	"female"	25	"BD"	1	684
"5747"	42	"female"	25	"AB"	1	581
"5748"	42	"female"	25	"BD"	1	634
"5749"	42	"female"	25	"AB"	0	857
"5750"	42	"female"	25	"AC"	1	853
"5751"	42	"female"	25	"BD"	1	655
"5752"	42	"female"	25	"AB"	0	1627
"5944"	44	"female"	23	"CD"	1	444
"5945"	44	"female"	23	"AB"	1	446
"5946"	44	"female"	23	"AB"	1	479
"5947"	44	"female"	23	"CD"	1	426
"5948"	44	"female"	23	"BD"	0	498
"5949"	44	"female"	23	"BD"	1	342
"5950"	44	"female"	23	"AC"	1	428
"5951"	44	"female"	23	"AB"	1	359
"5952"	44	"female"	23	"BD"	0	396
"5953"	44	"female"	23	"CD"	1	598
"5954"	44	"female"	23	"AB"	0	600
"5955"	44	"female"	23	"AC"	NA	NA
"5956"	44	"female"	23	"AC"	1	836
"5957"	44	"female"	23	"CD"	0	482
"5958"	44	"female"	23	"BD"	0	429
"5959"	44	"female"	23	"BD"	0	446
"5960"	44	"female"	23	"AB"	1	650
"5961"	44	"female"	23	"CD"	1	499
"5962"	44	"female"	23	"BD"	1	599
"5963"	44	"female"	23	"BD"	1	429
"5964"	44	"female"	23	"AC"	0	925
"5965"	44	"female"	23	"AB"	1	565
"5966"	44	"female"	23	"AB"	1	550
"5967"	44	"female"	23	"AB"	1	721
"5968"	44	"female"	23	"BD"	1	547
"5969"	44	"female"	23	"CD"	0	479
"5970"	44	"female"	23	"AC"	1	545
"5971"	44	"female"	23	"AB"	1	585
"5972"	44	"female"	23	"CD"	1	430
"5973"	44	"female"	23	"CD"	1	1145
"5974"	44	"female"	23	"BD"	0	582
"5975"	44	"female"	23	"CD"	1	398
"5976"	44	"female"	23	"AC"	1	578
"5977"	44	"female"	23	"AB"	1	651
"5978"	44	"female"	23	"BD"	1	514
"5979"	44	"female"	23	"CD"	1	977
"5980"	44	"female"	23	"BD"	1	411
"5981"	44	"female"	23	"AC"	1	582
"5982"	44	"female"	23	"AB"	1	544
"5983"	44	"female"	23	"AB"	0	1425
"5984"	44	"female"	23	"BD"	1	562
"5985"	44	"female"	23	"BD"	1	893
"5986"	44	"female"	23	"AC"	0	510
"5987"	44	"female"	23	"BD"	1	962
"5988"	44	"female"	23	"AC"	1	718
"5989"	44	"female"	23	"AB"	0	871
"5990"	44	"female"	23	"AB"	1	820
"5991"	44	"female"	23	"CD"	1	804
"5992"	44	"female"	23	"BD"	1	665
"5993"	44	"female"	23	"BD"	1	496
"5994"	44	"female"	23	"CD"	1	1232
"5995"	44	"female"	23	"AC"	1	1454
"5996"	44	"female"	23	"BD"	0	955
"5997"	44	"female"	23	"AC"	1	801
"5998"	44	"female"	23	"BD"	1	493
"5999"	44	"female"	23	"AB"	1	1022
"6000"	44	"female"	23	"AC"	1	804
"6001"	44	"female"	23	"AC"	1	530
"6002"	44	"female"	23	"AC"	1	510
"6003"	44	"female"	23	"BD"	1	892
"6004"	44	"female"	23	"BD"	1	583
"6005"	44	"female"	23	"BD"	1	462
"6006"	44	"female"	23	"CD"	1	547
"6007"	44	"female"	23	"AC"	1	700
"6008"	44	"female"	23	"AB"	1	514
"6009"	44	"female"	23	"CD"	1	670
"6010"	44	"female"	23	"AC"	1	564
"6011"	44	"female"	23	"BD"	1	600
"6012"	44	"female"	23	"AB"	1	498
"6013"	44	"female"	23	"AB"	1	497
"6014"	44	"female"	23	"BD"	1	853
"6015"	44	"female"	23	"CD"	1	872
"6016"	44	"female"	23	"AB"	0	891
"6017"	44	"female"	23	"CD"	1	740
"6018"	44	"female"	23	"BD"	1	754
"6019"	44	"female"	23	"AB"	1	599
"6020"	44	"female"	23	"CD"	1	633
"6021"	44	"female"	23	"AB"	1	668
"6022"	44	"female"	23	"AB"	1	530
"6023"	44	"female"	23	"BD"	1	685
"6024"	44	"female"	23	"BD"	1	514
"6025"	44	"female"	23	"CD"	1	514
"6026"	44	"female"	23	"AC"	1	926
"6027"	44	"female"	23	"AB"	1	430
"6028"	44	"female"	23	"AC"	1	461
"6029"	44	"female"	23	"CD"	1	682
"6030"	44	"female"	23	"AC"	1	616
"6031"	44	"female"	23	"AB"	1	615
"6032"	44	"female"	23	"AB"	1	495
"6033"	44	"female"	23	"AC"	1	913
"6034"	44	"female"	23	"CD"	1	600
"6035"	44	"female"	23	"AB"	1	526
"6036"	44	"female"	23	"AB"	1	546
"6037"	44	"female"	23	"CD"	NA	NA
"6038"	44	"female"	23	"CD"	0	802
"6039"	44	"female"	23	"CD"	1	543
"6040"	44	"female"	23	"AB"	1	716
"6041"	44	"female"	23	"BD"	1	396
"6042"	44	"female"	23	"AB"	0	598
"6043"	44	"female"	23	"AB"	1	479
"6044"	44	"female"	23	"CD"	1	704
"6045"	44	"female"	23	"CD"	0	630
"6046"	44	"female"	23	"AC"	1	668
"6047"	44	"female"	23	"AC"	0	581
"6048"	44	"female"	23	"BD"	0	621
"6049"	44	"female"	23	"CD"	1	649
"6050"	44	"female"	23	"AC"	1	684
"6051"	44	"female"	23	"AB"	1	615
"6052"	44	"female"	23	"CD"	1	1149
"6053"	44	"female"	23	"AB"	1	791
"6054"	44	"female"	23	"CD"	1	531
"6055"	44	"female"	23	"BD"	1	479
"6056"	44	"female"	23	"AC"	1	480
"6057"	44	"female"	23	"CD"	1	426
"6058"	44	"female"	23	"AC"	1	857
"6059"	44	"female"	23	"AC"	0	787
"6060"	44	"female"	23	"AB"	0	633
"6061"	44	"female"	23	"AC"	1	838
"6062"	44	"female"	23	"BD"	0	1057
"6063"	44	"female"	23	"AC"	1	720
"6064"	44	"female"	23	"AC"	1	598
"6065"	44	"female"	23	"AB"	1	653
"6066"	44	"female"	23	"BD"	0	497
"6067"	44	"female"	23	"CD"	0	461
"6068"	44	"female"	23	"BD"	1	802
"6069"	44	"female"	23	"AB"	1	496
"6070"	44	"female"	23	"AB"	1	481
"6071"	44	"female"	23	"AC"	1	888
"6072"	44	"female"	23	"AB"	1	789
"6073"	44	"female"	23	"AC"	1	464
"6074"	44	"female"	23	"CD"	1	735
"6075"	44	"female"	23	"CD"	1	531
"6076"	44	"female"	23	"CD"	1	357
"6077"	44	"female"	23	"AB"	1	633
"6078"	44	"female"	23	"AB"	1	408
"6079"	44	"female"	23	"BD"	1	582
"6080"	44	"female"	23	"AC"	0	925
"6081"	44	"female"	23	"BD"	0	408
"6082"	44	"female"	23	"AC"	1	700
"6083"	44	"female"	23	"AB"	1	769
"6084"	44	"female"	23	"BD"	0	444
"6085"	44	"female"	23	"AB"	1	480
"6086"	44	"female"	23	"AC"	1	478
"6087"	44	"female"	23	"AC"	1	446
"6088"	44	"female"	23	"BD"	1	837
"6089"	44	"female"	23	"AC"	1	567
"6090"	44	"female"	23	"AC"	1	735
"6091"	44	"female"	23	"AB"	1	802
"6092"	44	"female"	23	"AC"	1	617
"6093"	44	"female"	23	"AC"	1	565
"6094"	44	"female"	23	"CD"	1	820
"6095"	44	"female"	23	"AB"	1	997
"6096"	44	"female"	23	"CD"	1	1110
"6097"	44	"female"	23	"CD"	1	686
"6098"	44	"female"	23	"BD"	1	543
"6099"	44	"female"	23	"AC"	1	634
"6100"	44	"female"	23	"AC"	1	698
"6101"	44	"female"	23	"BD"	1	529
"6102"	44	"female"	23	"AC"	0	1232
"6103"	44	"female"	23	"CD"	1	550
"6104"	44	"female"	23	"AB"	1	753
"6105"	44	"female"	23	"CD"	1	601
"6106"	44	"female"	23	"BD"	1	819
"6107"	44	"female"	23	"BD"	1	413
"6108"	44	"female"	23	"AC"	1	615
"6109"	44	"female"	23	"CD"	1	751
"6110"	44	"female"	23	"BD"	1	446
"6111"	44	"female"	23	"CD"	1	599
"6112"	44	"female"	23	"AC"	1	616
"6113"	44	"female"	23	"AB"	1	497
"6114"	44	"female"	23	"CD"	1	322
"6115"	44	"female"	23	"CD"	1	329
"6116"	44	"female"	23	"AC"	0	363
"6117"	44	"female"	23	"AB"	1	409
"6118"	44	"female"	23	"AC"	1	514
"6119"	44	"female"	23	"CD"	1	429
"6120"	44	"female"	23	"CD"	0	398
"6121"	44	"female"	23	"BD"	0	305
"6122"	44	"female"	23	"BD"	1	342
"6123"	44	"female"	23	"AB"	1	345
"6124"	44	"female"	23	"BD"	1	271
"6125"	44	"female"	23	"AB"	NA	NA
"6126"	44	"female"	23	"BD"	1	533
"6127"	44	"female"	23	"CD"	NA	NA
"6128"	44	"female"	23	"BD"	1	329
"6129"	44	"female"	23	"BD"	0	324
"6130"	44	"female"	23	"CD"	0	274
"6131"	44	"female"	23	"AC"	1	378
"6132"	44	"female"	23	"BD"	1	391
"6133"	44	"female"	23	"CD"	1	345
"6134"	44	"female"	23	"CD"	0	340
"6135"	44	"female"	23	"AC"	1	238
"6136"	46	"female"	24	"CD"	1	1015
"6137"	46	"female"	24	"CD"	1	733
"6138"	46	"female"	24	"CD"	1	702
"6139"	46	"female"	24	"AB"	1	755
"6140"	46	"female"	24	"CD"	1	652
"6141"	46	"female"	24	"CD"	1	600
"6142"	46	"female"	24	"AC"	0	1354
"6143"	46	"female"	24	"AB"	0	1869
"6144"	46	"female"	24	"BD"	0	1409
"6145"	46	"female"	24	"AC"	1	1217
"6146"	46	"female"	24	"AB"	1	1269
"6147"	46	"female"	24	"AB"	1	806
"6148"	46	"female"	24	"CD"	NA	NA
"6149"	46	"female"	24	"AC"	1	1126
"6150"	46	"female"	24	"CD"	1	1920
"6151"	46	"female"	24	"AB"	0	1972
"6152"	46	"female"	24	"AC"	1	1848
"6153"	46	"female"	24	"BD"	1	1581
"6154"	46	"female"	24	"AC"	1	1698
"6155"	46	"female"	24	"CD"	1	930
"6156"	46	"female"	24	"AC"	0	2073
"6157"	46	"female"	24	"AC"	1	1572
"6158"	46	"female"	24	"BD"	1	1033
"6159"	46	"female"	24	"AB"	1	2142
"6160"	46	"female"	24	"CD"	NA	NA
"6161"	46	"female"	24	"BD"	1	1099
"6162"	46	"female"	24	"CD"	1	634
"6163"	46	"female"	24	"CD"	1	719
"6164"	46	"female"	24	"CD"	1	929
"6165"	46	"female"	24	"BD"	1	1079
"6166"	46	"female"	24	"AB"	0	1627
"6167"	46	"female"	24	"AB"	0	1504
"6168"	46	"female"	24	"BD"	1	1180
"6169"	46	"female"	24	"CD"	1	961
"6170"	46	"female"	24	"CD"	0	975
"6171"	46	"female"	24	"BD"	1	1289
"6172"	46	"female"	24	"AC"	0	2938
"6173"	46	"female"	24	"CD"	1	962
"6174"	46	"female"	24	"AB"	0	1714
"6175"	46	"female"	24	"AC"	0	1728
"6176"	46	"female"	24	"CD"	1	802
"6177"	46	"female"	24	"AB"	1	2794
"6178"	46	"female"	24	"AC"	0	1985
"6179"	46	"female"	24	"AB"	1	1269
"6180"	46	"female"	24	"BD"	1	3431
"6181"	46	"female"	24	"CD"	1	737
"6182"	46	"female"	24	"BD"	1	1373
"6183"	46	"female"	24	"BD"	1	3047
"6184"	46	"female"	24	"AC"	1	2466
"6185"	46	"female"	24	"CD"	0	668
"6186"	46	"female"	24	"BD"	1	804
"6187"	46	"female"	24	"BD"	NA	NA
"6188"	46	"female"	24	"AC"	1	837
"6189"	46	"female"	24	"AC"	1	689
"6190"	46	"female"	24	"AC"	1	1240
"6191"	46	"female"	24	"AB"	1	1399
"6192"	46	"female"	24	"BD"	1	835
"6193"	46	"female"	24	"AC"	1	754
"6194"	46	"female"	24	"AC"	1	838
"6195"	46	"female"	24	"CD"	1	581
"6196"	46	"female"	24	"AC"	1	2348
"6197"	46	"female"	24	"CD"	1	688
"6198"	46	"female"	24	"BD"	1	775
